,sciName,comName,speciesCode,category,taxonOrder,bandingCodes,comNameCodes,sciNameCodes,order,familyCode,familyComName,familySciName,reportAs,extinct,extinctYear
148,Anser erythropus,Lesser White-fronted Goose,lwfgoo,species,299.0,['LWFG'],[],['ANER'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
149,Anser albifrons/erythropus,Greater/Lesser White-fronted Goose,y00707,slash,300.0,[],"['GWFG', 'LWFG']","['ANER', 'ANAL']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
150,Anser fabalis,Taiga Bean-Goose,taibeg1,species,301.0,['TABG'],"['BEGO', 'TBGO']",['ANFA'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
151,Anser fabalis fabalis/johanseni,Taiga Bean-Goose (Western),taibeg5,issf,302.0,[],"['BEGO', 'TBGO', 'TABG']",['ANFA'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,taibeg1,,
152,Anser fabalis middendorffii,Taiga Bean-Goose (Eastern),taibeg4,issf,305.0,[],"['BEGO', 'TABG', 'TBGO']",['ANFA'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,taibeg1,,
153,Anser serrirostris,Tundra Bean-Goose,tunbeg1,species,306.0,['TUBG'],"['BEGO', 'TBGO']",['ANSE'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
154,Anser albifrons x serrirostris,Greater White-fronted Goose x Tundra Bean-Goose (hybrid),x01089,hybrid,309.0,[],"['GWFG', 'TBGO', 'TUBG', 'BEGO']","['ANSE', 'ANAL']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
155,Anser fabalis/serrirostris,Taiga/Tundra Bean-Goose,y00468,slash,310.0,[],"['TBGO', 'TUBG', 'BEGO', 'TABG']","['ANSE', 'ANFA']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
156,Anser brachyrhynchus,Pink-footed Goose,pifgoo,species,311.0,['PFGO'],[],['ANBR'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
157,Anser sp. (Domestic type),Domestic goose sp. (Domestic type),domgoo1,domestic,312.0,[],['DGSP'],[],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
158,Anser sp.,Anser sp.,anser1,spuh,313.0,[],[],[],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
159,Branta bernicla,Brant,brant,species,314.0,['BRAN'],['BRGO'],['BRBE'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
160,Branta bernicla bernicla,Brant (Dark-bellied),dabbra1,issf,315.0,[],"['BRAN', 'BRGO']",['BRBE'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,brant,,
161,Branta bernicla hrota,Brant (Pale-bellied),atlbra1,issf,316.0,['ATBR'],"['BRAN', 'BRGO']",['BRBE'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,brant,,
162,Branta bernicla nigricans,Brant (Black),blkbra1,issf,317.0,['BLBR'],"['BRAN', 'BRGO']",['BRBE'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,brant,,
163,Branta bernicla (Gray-bellied),Brant (Gray-bellied),gybbra1,form,318.0,[],"['BRAN', 'BRGO']",['BRBE'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,brant,,
164,Branta bernicla bernicla x nigricans,Brant (Dark-bellied x Black),brant2,intergrade,319.0,[],"['BRAN', 'BRGO']",['BRBE'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,brant,,
165,Branta bernicla hrota x nigricans,Brant (Pale-bellied x Black),brant1,intergrade,320.0,['BABI'],"['BRAN', 'BRGO']",['BRBE'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,brant,,
166,Anser caerulescens x Branta bernicla,Snow Goose x Brant (hybrid),x00685,hybrid,321.0,[],"['SNGO', 'BRAN', 'BRGO']","['BRBE', 'ANCA']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
167,Branta leucopsis,Barnacle Goose,bargoo,species,322.0,['BARG'],['BAGO'],['BRLE'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
168,Anser indicus x Branta leucopsis,Bar-headed x Barnacle Goose (hybrid),x00363,hybrid,323.0,[],"['BHGO', 'BAGO', 'BARG']","['ANIN', 'BRLE']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
169,Anser canagicus x Branta leucopsis,Emperor x Barnacle Goose (hybrid),x00993,hybrid,324.0,[],"['EMGO', 'BAGO', 'BARG']","['ANCA', 'BRLE']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
170,Anser caerulescens x Branta leucopsis,Snow x Barnacle Goose (hybrid),x00994,hybrid,325.0,[],"['SNGO', 'BAGO', 'BARG']","['ANCA', 'BRLE']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
171,Anser rossii x Branta leucopsis,Ross's x Barnacle Goose (hybrid),x00995,hybrid,326.0,[],"['BAGO', 'BARG', 'ROGO']","['ANRO', 'BRLE']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
172,Anser anser x Branta leucopsis,Graylag x Barnacle Goose (hybrid),x00649,hybrid,327.0,[],"['BAGO', 'GRGO', 'BARG']","['ANAN', 'BRLE']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
173,Anser albifrons x Branta leucopsis,Greater White-fronted x Barnacle Goose (hybrid),x00757,hybrid,328.0,[],"['GWFG', 'BAGO', 'BARG']","['BRLE', 'ANAL']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
174,Anser erythropus x Branta leucopsis,Lesser White-fronted x Barnacle Goose (hybrid),x00364,hybrid,329.0,[],"['BAGO', 'BARG', 'LWFG']","['ANER', 'BRLE']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
175,Anser brachyrhynchus x Branta leucopsis,Pink-footed x Barnacle Goose (hybrid),x00756,hybrid,330.0,[],"['BAGO', 'BARG', 'PFGO']","['BRLE', 'ANBR']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
176,Branta hutchinsii,Cackling Goose,cacgoo1,species,331.0,['CACG'],['CAGO'],['BRHU'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
177,Branta hutchinsii leucopareia,Cackling Goose (Aleutian),alcgoo1,issf,332.0,['ACGO'],"['CAGO', 'CACG']",['BRHU'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,cacgoo1,,
178,Branta hutchinsii hutchinsii,Cackling Goose (Richardson's),ricgoo1,issf,333.0,[],"['CAGO', 'CACG']",['BRHU'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,cacgoo1,,
179,Branta hutchinsii minima,Cackling Goose (minima),cacgoo2,issf,334.0,['MCGO'],"['CAGO', 'CACG']",['BRHU'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,cacgoo1,,
180,Branta hutchinsii taverneri,Cackling Goose (Taverner's),tacgoo1,issf,335.0,[],"['CAGO', 'CACG']",['BRHU'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,cacgoo1,,
181,Anser canagicus x Branta hutchinsii,Emperor x Cackling Goose (hybrid),x00831,hybrid,336.0,[],"['EMGO', 'CACG', 'CAGO']","['ANCA', 'BRHU']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
182,Anser caerulescens x Branta hutchinsii,Snow x Cackling Goose (hybrid),x00692,hybrid,337.0,[],"['SNGO', 'CACG', 'CAGO']","['ANCA', 'BRHU']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
183,Anser rossii x Branta hutchinsii,Ross's x Cackling Goose (hybrid),x00694,hybrid,338.0,[],"['CAGO', 'CACG', 'ROGO']","['ANRO', 'BRHU']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
184,Branta bernicla x hutchinsii,Brant x Cackling Goose (hybrid),x00722,hybrid,339.0,[],"['CAGO', 'BRAN', 'CACG', 'BRGO']","['BRBE', 'BRHU']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
185,Anser albifrons x Branta hutchinsii,Greater White-fronted x Cackling Goose (hybrid),x00414,hybrid,340.0,[],"['GWFG', 'CAGO', 'CACG']","['ANAL', 'BRHU']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
186,Branta leucopsis x hutchinsii,Barnacle x Cackling Goose (hybrid),x00416,hybrid,341.0,[],"['BAGO', 'CAGO', 'BARG', 'CACG']","['BRHU', 'BRLE']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
187,Branta canadensis,Canada Goose,cangoo,species,342.0,['CANG'],['CAGO'],['BRCA'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
188,Branta canadensis moffitti/maxima,Canada Goose (moffitti/maxima),cangoo4,issf,343.0,['LCGO'],"['CANG', 'CAGO']",['BRCA'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,cangoo,,
189,Branta canadensis occidentalis/fulva,Canada Goose (occidentalis/fulva),cangoo3,issf,346.0,[],"['CANG', 'CAGO']",['BRCA'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,cangoo,,
190,Branta canadensis [canadensis Group],Canada Goose (canadensis Group),cangoo1,issf,349.0,[],"['CANG', 'CAGO']",['BRCA'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,cangoo,,
191,Anser indicus x Branta canadensis,Bar-headed x Canada Goose (hybrid),x00908,hybrid,353.0,[],"['CANG', 'BHGO', 'CAGO']","['ANIN', 'BRCA']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
192,Anser cygnoides x Branta canadensis,Swan x Canada Goose (hybrid),swagoo3,hybrid,354.0,[],"['CANG', 'CAGO', 'SWGO']","['ANCY', 'BRCA']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
193,Anser brachyrhynchus x Branta canadensis,Pink-footed x Canada Goose (hybrid),x00650,hybrid,355.0,[],"['CANG', 'CAGO', 'PFGO']","['BRCA', 'ANBR']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
194,Anser albifrons x Branta canadensis,Greater White-fronted x Canada Goose (hybrid),x00415,hybrid,356.0,[],"['GWFG', 'CANG', 'CAGO']","['BRCA', 'ANAL']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
195,Anser albifrons x Branta hutchinsii/canadensis,Greater White-fronted x Cackling/Canada Goose (hybrid),x01088,hybrid,357.0,[],"['GWFG', 'CANG', 'CAGO', 'CACG', 'CCGO']","['BRCA', 'BRHU', 'ANAL']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
196,Anser anser x Branta canadensis,Graylag x Canada Goose (hybrid),x00758,hybrid,358.0,[],"['CANG', 'CAGO', 'GRGO']","['ANAN', 'BRCA']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
197,Anser sp. (Domestic type) x Branta canadensis,Domestic goose sp. x Canada Goose (hybrid),x00759,hybrid,359.0,[],"['CANG', 'CAGO', 'DGSP']",['BRCA'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
198,Anser caerulescens x Branta canadensis,Snow x Canada Goose (hybrid),x00197,hybrid,360.0,[],"['CANG', 'CAGO', 'SNGO']","['ANCA', 'BRCA']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
199,Anser rossii x Branta canadensis,Ross's x Canada Goose (hybrid),x00693,hybrid,361.0,[],"['CANG', 'CAGO', 'ROGO']","['ANRO', 'BRCA']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
200,Branta leucopsis x canadensis,Barnacle x Canada Goose (hybrid),x00417,hybrid,362.0,[],"['CANG', 'CAGO', 'BAGO', 'BARG']","['BRCA', 'BRLE']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
201,Branta hutchinsii/canadensis,Cackling/Canada Goose,y00470,slash,363.0,['CCGO'],"['CANG', 'CACG', 'CAGO']","['BRCA', 'BRHU']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
202,Anser caerulescens/rossii x Branta hutchinsii/canadensis,Snow/Ross's x Cackling/Canada Goose (hybrid),y00765,hybrid,364.0,[],"['SRGO', 'ROGO', 'SNGO', 'CCGO', 'CANG', 'CAGO', 'CACG']","['BRCA', 'BRHU', 'ANRO', 'ANCA']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
203,Branta sandvicensis,Hawaiian Goose,hawgoo,species,365.0,['HAGO'],['NENE'],['BRSA'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
204,Branta leucopsis x sandvicensis,Barnacle x Hawaiian Goose (hybrid),x01139,hybrid,366.0,[],"['HAGO', 'BAGO', 'BARG', 'NENE']","['BRSA', 'BRLE']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
205,Branta ruficollis,Red-breasted Goose,rebgoo1,species,367.0,[],['RBGO'],['BRRU'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
206,Anser albifrons x Branta ruficollis,Greater White-fronted x Red-breasted Goose (hybrid),x00939,hybrid,368.0,[],"['GWFG', 'RBGO']","['BRRU', 'ANAL']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
207,Branta bernicla x ruficollis,Brant x Red-breasted Goose (hybrid),x00996,hybrid,369.0,[],"['BRAN', 'RBGO', 'BRGO']","['BRRU', 'BRBE']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
208,Branta leucopsis x ruficollis,Barnacle x Red-breasted Goose (hybrid),x00365,hybrid,370.0,[],"['BAGO', 'RBGO', 'BARG']","['BRRU', 'BRLE']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
209,Branta sp.,Branta sp.,branta1,spuh,371.0,[],[],[],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
210,Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,species,372.0,[],['CBGO'],['CENO'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
211,Stictonetta naevosa,Freckled Duck,freduc1,species,375.0,[],['FRDU'],['STNA'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
212,Cyanochen cyanoptera,Blue-winged Goose,buwgoo1,species,376.0,[],['BWGO'],['CYCY'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
213,Cygnus olor,Mute Swan,mutswa,species,377.0,['MUSW'],[],['CYOL'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
214,Anser anser x Cygnus olor,Graylag Goose x Mute Swan (hybrid),x00366,hybrid,378.0,[],"['MUSW', 'GRGO']","['CYOL', 'ANAN']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
215,Cygnus atratus,Black Swan,blkswa,species,379.0,[],['BLSW'],['CYAT'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
216,Cygnus olor x atratus,Mute x Black Swan (hybrid),x01037,hybrid,380.0,[],"['MUSW', 'BLSW']","['CYOL', 'CYAT']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
217,Cygnus melancoryphus,Black-necked Swan,blnswa2,species,381.0,[],['BNSW'],['CYME'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
218,Cygnus buccinator,Trumpeter Swan,truswa,species,382.0,['TRUS'],['TRSW'],['CYBU'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
219,Cygnus olor x buccinator,Mute x Trumpeter Swan (hybrid),x00832,hybrid,383.0,[],"['MUSW', 'TRSW', 'TRUS']","['CYOL', 'CYBU']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
220,Cygnus columbianus,Tundra Swan,tunswa,species,384.0,['TUSW'],['BESW'],['CYCO'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
221,Cygnus columbianus columbianus,Tundra Swan (Whistling),tunswa1,issf,385.0,['WHSW'],"['BESW', 'TUSW']",['CYCO'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,tunswa,,
222,Cygnus columbianus bewickii,Tundra Swan (Bewick's),bewswa1,issf,386.0,['BESW'],"['BESW', 'TUSW']",['CYCO'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,tunswa,,
223,Cygnus columbianus columbianus x bewickii,Tundra Swan (Whistling x Bewick's),tunswa2,intergrade,387.0,[],"['BESW', 'TUSW']",['CYCO'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,tunswa,,
224,Cygnus buccinator x columbianus,Trumpeter x Tundra Swan (hybrid),x00418,hybrid,388.0,[],"['BESW', 'TUSW', 'TRUS', 'TRSW']","['CYCO', 'CYBU']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
225,Cygnus buccinator/columbianus,Trumpeter/Tundra Swan,y00471,slash,389.0,[],"['BESW', 'TUSW', 'TRUS', 'TRSW']","['CYCO', 'CYBU']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
226,Cygnus cygnus,Whooper Swan,whoswa,species,390.0,['WHOS'],['WHSW'],['CYCY'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
227,Cygnus olor x cygnus,Mute x Whooper Swan (hybrid),x00997,hybrid,391.0,[],"['MUSW', 'WHSW', 'WHOS']","['CYOL', 'CYCY']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
228,Cygnus buccinator x cygnus,Trumpeter x Whooper Swan (hybrid),x00419,hybrid,392.0,[],"['TRUS', 'WHOS', 'TRSW', 'WHSW']","['CYBU', 'CYCY']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
229,Cygnus columbianus/cygnus,Tundra/Whooper Swan,y00708,slash,393.0,[],"['BESW', 'TUSW', 'WHSW', 'WHOS']","['CYCO', 'CYCY']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
230,Cygnus sp.,swan sp.,swan1,spuh,394.0,[],[],[],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
231,Coscoroba coscoroba,Coscoroba Swan,cosswa1,species,395.0,[],['COSW'],['COCO'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
232,Sarkidiornis melanotos,Knob-billed Duck,comduc2,species,396.0,[],['KBDU'],['SAME'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
233,Sarkidiornis sylvicola,Comb Duck,comduc3,species,397.0,['CODU'],['ACDU'],['SASY'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
234,Pteronetta hartlaubii,Hartlaub's Duck,harduc1,species,398.0,[],['HADU'],['PTHA'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
235,Oressochen jubatus,Orinoco Goose,origoo1,species,399.0,['ORGO'],[],['ORJU'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
236,Oressochen melanopterus,Andean Goose,andgoo1,species,400.0,[],['ANGO'],['ORME'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
237,Chloephaga picta,Upland Goose,uplgoo1,species,401.0,[],['UPGO'],['CHPI'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
238,Chloephaga picta (White-breasted),Upland Goose (White-breasted),uplgoo2,form,404.0,[],['UPGO'],['CHPI'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,uplgoo1,,
239,Chloephaga picta (Bar-breasted),Upland Goose (Bar-breasted),uplgoo3,form,405.0,[],['UPGO'],['CHPI'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,uplgoo1,,
240,Chloephaga hybrida,Kelp Goose,kelgoo1,species,406.0,[],['KEGO'],['CHHY'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
241,Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,species,409.0,[],['AHGO'],['CHPO'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
242,Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,species,410.0,[],['RHGO'],['CHRU'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
243,Chloephaga poliocephala x rubidiceps,Ashy-headed x Ruddy-headed Goose (hybrid),x01120,hybrid,411.0,[],"['RHGO', 'AHGO']","['CHPO', 'CHRU']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
244,Chloephaga sp.,Chloephaga sp.,chloep1,spuh,412.0,[],[],[],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
245,Anatidae (goose sp.),goose sp.,goose1,spuh,413.0,['UNGO'],[],[],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
246,Radjah radjah,Radjah Shelduck,radshe1,species,414.0,[],['RASH'],['RARA'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
247,Alopochen aegyptiaca,Egyptian Goose,egygoo,species,417.0,['EGGO'],[],['ALAE'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
248,Sarkidiornis melanotos x Alopochen aegyptiaca,Knob-billed Duck x Egyptian Goose (hybrid),x01177,hybrid,418.0,[],"['EGGO', 'KBDU']","['SAME', 'ALAE']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
249,Alopochen mauritiana,Mauritius Shelduck,maushe1,species,419.0,[],['MASH'],['ALMA'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,True,0.0
250,Alopochen kervazoi,Reunion Shelduck,reushe1,species,420.0,[],['RESH'],['ALKE'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,True,0.0
251,Tadorna ferruginea,Ruddy Shelduck,rudshe,species,421.0,['RUSH'],[],['TAFE'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
252,Alopochen aegyptiaca x Tadorna ferruginea,Egyptian Goose x Ruddy Shelduck (hybrid),x00367,hybrid,422.0,[],"['RUSH', 'EGGO']","['ALAE', 'TAFE']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
253,Tadorna cana,South African Shelduck,soashe1,species,423.0,[],['SASH'],['TACA'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
254,Tadorna tadornoides,Australian Shelduck,ausshe1,species,424.0,[],"['CBSH', 'AUSH']",['TATA'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
255,Tadorna variegata,Paradise Shelduck,parshe1,species,425.0,[],['PASH'],['TAVA'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
256,Tadorna tadorna,Common Shelduck,comshe,species,426.0,['COMS'],['COSH'],['TATA'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
257,Tadorna ferruginea x tadorna,Ruddy x Common Shelduck (hybrid),x00876,hybrid,427.0,[],"['COMS', 'COSH', 'RUSH']","['TATA', 'TAFE']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
258,Tadorna cristata,Crested Shelduck,creshe1,species,428.0,[],['CRSH'],['TACR'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,True,1916.0
259,Plectropterus gambensis,Spur-winged Goose,spwgoo1,species,429.0,[],['SWGO'],['PLGA'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
260,Plectropterus gambensis gambensis,Spur-winged Goose (Northern),spwgoo2,issf,430.0,[],['SWGO'],['PLGA'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,spwgoo1,,
261,Plectropterus gambensis niger,Spur-winged Goose (Southern),spwgoo3,issf,431.0,[],['SWGO'],['PLGA'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,spwgoo1,,
262,Tachyeres patachonicus,Flying Steamer-Duck,flystd1,species,432.0,[],"['FLST', 'FSDU', 'FLSD']",['TAPA'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
263,Tachyeres pteneres,Flightless Steamer-Duck,flistd1,species,433.0,[],"['MAST', 'FLSD', 'FSDU']",['TAPT'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
264,Tachyeres pteneres [undescribed form],Flightless Steamer-Duck (Chiloe form),flistd2,form,434.0,[],"['MAST', 'FLSD', 'FSDU']",['TAPT'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,flistd1,,
265,Tachyeres brachypterus,Falkland Steamer-Duck,falstd1,species,435.0,[],"['FASD', 'FAST', 'FSDU']",['TABR'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
266,Tachyeres brachypterus (Flightless),Falkland Steamer-Duck (Flightless),falstd2,form,436.0,[],"['FASD', 'FAST', 'FSDU']",['TABR'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,falstd1,,
267,Tachyeres brachypterus (Flying),Falkland Steamer-Duck (Flying),falstd3,form,437.0,[],"['FASD', 'FAST', 'FSDU']",['TABR'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,falstd1,,
268,Tachyeres leucocephalus,White-headed Steamer-Duck,whhstd1,species,438.0,[],"['WHST', 'CSDU', 'WHSD']",['TALE'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
269,Tachyeres patachonicus/leucocephalus,Flying/White-headed Steamer-Duck,y01376,slash,439.0,[],"['WHST', 'WHSD', 'CSDU', 'FLST', 'FLSD', 'FSDU']","['TAPA', 'TALE']",Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
270,Tachyeres sp.,steamer-duck sp.,steame1,spuh,440.0,[],[],[],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
271,Lophonetta specularioides,Crested Duck,creduc1,species,441.0,[],['CRDU'],['LOSP'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
272,Speculanas specularis,Spectacled Duck,speduc2,species,444.0,[],"['SPDU', 'BWDU']",['SPSP'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
273,Cairina moschata,Muscovy Duck,musduc,species,445.0,['MUDU'],[],['CAMO'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,,,
274,Cairina moschata (Domestic type),Muscovy Duck (Domestic type),musduc3,domestic,446.0,[],['MUDU'],['CAMO'],Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,musduc,,
